date,year,month,month_name,day,weekday,quarter,is_weekend
2025-07-18,2025,2025-07,July,18,Friday,Q3,False
2025-07-19,2025,2025-07,July,19,Saturday,Q3,True
2025-07-20,2025,2025-07,July,20,Sunday,Q3,True
2025-07-21,2025,2025-07,July,21,Monday,Q3,False
2025-07-22,2025,2025-07,July,22,Tuesday,Q3,False
2025-07-23,2025,2025-07,July,23,Wednesday,Q3,False
2025-07-24,2025,2025-07,July,24,Thursday,Q3,False
2025-07-25,2025,2025-07,July,25,Friday,Q3,False
2025-07-26,2025,2025-07,July,26,Saturday,Q3,True
2025-07-27,2025,2025-07,July,27,Sunday,Q3,True
2025-07-28,2025,2025-07,July,28,Monday,Q3,False
2025-07-29,2025,2025-07,July,29,Tuesday,Q3,False
2025-07-30,2025,2025-07,July,30,Wednesday,Q3,False
2025-07-31,2025,2025-07,July,31,Thursday,Q3,False
2025-08-01,2025,2025-08,August,1,Friday,Q3,False
2025-08-02,2025,2025-08,August,2,Saturday,Q3,True
2025-08-03,2025,2025-08,August,3,Sunday,Q3,True
2025-08-04,2025,2025-08,August,4,Monday,Q3,False
2025-08-05,2025,2025-08,August,5,Tuesday,Q3,False
2025-08-06,2025,2025-08,August,6,Wednesday,Q3,False
2025-08-07,2025,2025-08,August,7,Thursday,Q3,False
2025-08-08,2025,2025-08,August,8,Friday,Q3,False
2025-08-09,2025,2025-08,August,9,Saturday,Q3,True
2025-08-10,2025,2025-08,August,10,Sunday,Q3,True
2025-08-11,2025,2025-08,August,11,Monday,Q3,False
2025-08-12,2025,2025-08,August,12,Tuesday,Q3,False
2025-08-13,2025,2025-08,August,13,Wednesday,Q3,False
2025-08-14,2025,2025-08,August,14,Thursday,Q3,False
2025-08-15,2025,2025-08,August,15,Friday,Q3,False
2025-08-16,2025,2025-08,August,16,Saturday,Q3,True
2025-08-17,2025,2025-08,August,17,Sunday,Q3,True
2025-08-18,2025,2025-08,August,18,Monday,Q3,False
2025-08-19,2025,2025-08,August,19,Tuesday,Q3,False
2025-08-20,2025,2025-08,August,20,Wednesday,Q3,False
2025-08-21,2025,2025-08,August,21,Thursday,Q3,False
2025-08-22,2025,2025-08,August,22,Friday,Q3,False
2025-08-23,2025,2025-08,August,23,Saturday,Q3,True
2025-08-24,2025,2025-08,August,24,Sunday,Q3,True
2025-08-25,2025,2025-08,August,25,Monday,Q3,False
2025-08-26,2025,2025-08,August,26,Tuesday,Q3,False
2025-08-27,2025,2025-08,August,27,Wednesday,Q3,False
2025-08-28,2025,2025-08,August,28,Thursday,Q3,False
2025-08-29,2025,2025-08,August,29,Friday,Q3,False
2025-08-30,2025,2025-08,August,30,Saturday,Q3,True
2025-08-31,2025,2025-08,August,31,Sunday,Q3,True
2025-09-01,2025,2025-09,September,1,Monday,Q3,False
2025-09-02,2025,2025-09,September,2,Tuesday,Q3,False
2025-09-03,2025,2025-09,September,3,Wednesday,Q3,False
2025-09-04,2025,2025-09,September,4,Thursday,Q3,False
2025-09-05,2025,2025-09,September,5,Friday,Q3,False
2025-09-06,2025,2025-09,September,6,Saturday,Q3,True
2025-09-07,2025,2025-09,September,7,Sunday,Q3,True
2025-09-08,2025,2025-09,September,8,Monday,Q3,False
2025-09-09,2025,2025-09,September,9,Tuesday,Q3,False
2025-09-10,2025,2025-09,September,10,Wednesday,Q3,False
2025-09-11,2025,2025-09,September,11,Thursday,Q3,False
2025-09-12,2025,2025-09,September,12,Friday,Q3,False
2025-09-13,2025,2025-09,September,13,Saturday,Q3,True
2025-09-14,2025,2025-09,September,14,Sunday,Q3,True
2025-09-15,2025,2025-09,September,15,Monday,Q3,False
2025-09-16,2025,2025-09,September,16,Tuesday,Q3,False
2025-09-17,2025,2025-09,September,17,Wednesday,Q3,False
2025-09-18,2025,2025-09,September,18,Thursday,Q3,False
2025-09-19,2025,2025-09,September,19,Friday,Q3,False
2025-09-20,2025,2025-09,September,20,Saturday,Q3,True
2025-09-21,2025,2025-09,September,21,Sunday,Q3,True
2025-09-22,2025,2025-09,September,22,Monday,Q3,False
2025-09-23,2025,2025-09,September,23,Tuesday,Q3,False
2025-09-24,2025,2025-09,September,24,Wednesday,Q3,False
2025-09-25,2025,2025-09,September,25,Thursday,Q3,False
2025-09-26,2025,2025-09,September,26,Friday,Q3,False
2025-09-27,2025,2025-09,September,27,Saturday,Q3,True
2025-09-28,2025,2025-09,September,28,Sunday,Q3,True
2025-09-29,2025,2025-09,September,29,Monday,Q3,False
2025-09-30,2025,2025-09,September,30,Tuesday,Q3,False
2025-10-01,2025,2025-10,October,1,Wednesday,Q4,False
2025-10-02,2025,2025-10,October,2,Thursday,Q4,False
2025-10-03,2025,2025-10,October,3,Friday,Q4,False
2025-10-04,2025,2025-10,October,4,Saturday,Q4,True
2025-10-05,2025,2025-10,October,5,Sunday,Q4,True
2025-10-06,2025,2025-10,October,6,Monday,Q4,False
2025-10-07,2025,2025-10,October,7,Tuesday,Q4,False
2025-10-08,2025,2025-10,October,8,Wednesday,Q4,False
2025-10-09,2025,2025-10,October,9,Thursday,Q4,False
2025-10-10,2025,2025-10,October,10,Friday,Q4,False
2025-10-11,2025,2025-10,October,11,Saturday,Q4,True
2025-10-12,2025,2025-10,October,12,Sunday,Q4,True
2025-10-13,2025,2025-10,October,13,Monday,Q4,False
2025-10-14,2025,2025-10,October,14,Tuesday,Q4,False
2025-10-15,2025,2025-10,October,15,Wednesday,Q4,False
2025-10-16,2025,2025-10,October,16,Thursday,Q4,False
2025-10-17,2025,2025-10,October,17,Friday,Q4,False
2025-10-18,2025,2025-10,October,18,Saturday,Q4,True
2025-10-19,2025,2025-10,October,19,Sunday,Q4,True
2025-10-20,2025,2025-10,October,20,Monday,Q4,False
2025-10-21,2025,2025-10,October,21,Tuesday,Q4,False
2025-10-22,2025,2025-10,October,22,Wednesday,Q4,False
2025-10-23,2025,2025-10,October,23,Thursday,Q4,False
2025-10-24,2025,2025-10,October,24,Friday,Q4,False
2025-10-25,2025,2025-10,October,25,Saturday,Q4,True
2025-10-26,2025,2025-10,October,26,Sunday,Q4,True
2025-10-27,2025,2025-10,October,27,Monday,Q4,False
2025-10-28,2025,2025-10,October,28,Tuesday,Q4,False
2025-10-29,2025,2025-10,October,29,Wednesday,Q4,False
2025-10-30,2025,2025-10,October,30,Thursday,Q4,False
2025-10-31,2025,2025-10,October,31,Friday,Q4,False
2025-11-01,2025,2025-11,November,1,Saturday,Q4,True
2025-11-02,2025,2025-11,November,2,Sunday,Q4,True
2025-11-03,2025,2025-11,November,3,Monday,Q4,False
2025-11-04,2025,2025-11,November,4,Tuesday,Q4,False
2025-11-05,2025,2025-11,November,5,Wednesday,Q4,False
2025-11-06,2025,2025-11,November,6,Thursday,Q4,False
2025-11-07,2025,2025-11,November,7,Friday,Q4,False
2025-11-08,2025,2025-11,November,8,Saturday,Q4,True
2025-11-09,2025,2025-11,November,9,Sunday,Q4,True
2025-11-10,2025,2025-11,November,10,Monday,Q4,False
2025-11-11,2025,2025-11,November,11,Tuesday,Q4,False
2025-11-12,2025,2025-11,November,12,Wednesday,Q4,False
2025-11-13,2025,2025-11,November,13,Thursday,Q4,False
2025-11-14,2025,2025-11,November,14,Friday,Q4,False
2025-11-15,2025,2025-11,November,15,Saturday,Q4,True
2025-11-16,2025,2025-11,November,16,Sunday,Q4,True
2025-11-17,2025,2025-11,November,17,Monday,Q4,False
2025-11-18,2025,2025-11,November,18,Tuesday,Q4,False
2025-11-19,2025,2025-11,November,19,Wednesday,Q4,False
2025-11-20,2025,2025-11,November,20,Thursday,Q4,False
2025-11-21,2025,2025-11,November,21,Friday,Q4,False
2025-11-22,2025,2025-11,November,22,Saturday,Q4,True
2025-11-23,2025,2025-11,November,23,Sunday,Q4,True
2025-11-24,2025,2025-11,November,24,Monday,Q4,False
2025-11-25,2025,2025-11,November,25,Tuesday,Q4,False
2025-11-26,2025,2025-11,November,26,Wednesday,Q4,False
2025-11-27,2025,2025-11,November,27,Thursday,Q4,False
2025-11-28,2025,2025-11,November,28,Friday,Q4,False
2025-11-29,2025,2025-11,November,29,Saturday,Q4,True
2025-11-30,2025,2025-11,November,30,Sunday,Q4,True
2025-12-01,2025,2025-12,December,1,Monday,Q4,False
2025-12-02,2025,2025-12,December,2,Tuesday,Q4,False
2025-12-03,2025,2025-12,December,3,Wednesday,Q4,False
2025-12-04,2025,2025-12,December,4,Thursday,Q4,False
2025-12-05,2025,2025-12,December,5,Friday,Q4,False
2025-12-06,2025,2025-12,December,6,Saturday,Q4,True
2025-12-07,2025,2025-12,December,7,Sunday,Q4,True
2025-12-08,2025,2025-12,December,8,Monday,Q4,False
2025-12-09,2025,2025-12,December,9,Tuesday,Q4,False
2025-12-10,2025,2025-12,December,10,Wednesday,Q4,False
2025-12-11,2025,2025-12,December,11,Thursday,Q4,False
2025-12-12,2025,2025-12,December,12,Friday,Q4,False
2025-12-13,2025,2025-12,December,13,Saturday,Q4,True
2025-12-14,2025,2025-12,December,14,Sunday,Q4,True
2025-12-15,2025,2025-12,December,15,Monday,Q4,False
2025-12-16,2025,2025-12,December,16,Tuesday,Q4,False
2025-12-17,2025,2025-12,December,17,Wednesday,Q4,False
2025-12-18,2025,2025-12,December,18,Thursday,Q4,False
2025-12-19,2025,2025-12,December,19,Friday,Q4,False
2025-12-20,2025,2025-12,December,20,Saturday,Q4,True
2025-12-21,2025,2025-12,December,21,Sunday,Q4,True
2025-12-22,2025,2025-12,December,22,Monday,Q4,False
2025-12-23,2025,2025-12,December,23,Tuesday,Q4,False
2025-12-24,2025,2025-12,December,24,Wednesday,Q4,False
2025-12-25,2025,2025-12,December,25,Thursday,Q4,False
2025-12-26,2025,2025-12,December,26,Friday,Q4,False
2025-12-27,2025,2025-12,December,27,Saturday,Q4,True
2025-12-28,2025,2025-12,December,28,Sunday,Q4,True
2025-12-29,2025,2025-12,December,29,Monday,Q4,False
2025-12-30,2025,2025-12,December,30,Tuesday,Q4,False
2025-12-31,2025,2025-12,December,31,Wednesday,Q4,False
